var_1,var_2
3.2644129304761087,6.929163574119701
0.22081442399645884,2.2516314223823053
-8.786197421878338,-8.333582429433124
-0.008546806369965187,2.630791414285362
4.912902693794891,6.888519712655704
-0.2695984006983463,0.9002772754316738
4.368268718262574,6.362003935057923
-12.060188280562878,-7.610424682268779
3.1457712073058617,6.911495769070289
5.072229683407479,5.190215708113389
3.2817168346125865,5.415588023562467
5.794038577712605,6.437018145340352
-0.7019924994986848,1.1466994434301907
4.395756897328991,8.81556577418816
-9.307054041341885,-7.566780800469262
0.5570842488764319,1.3091364418269162
-9.988174766260114,-5.96473041184284
2.247478820045301,7.59383023415289
3.134131173816905,9.83212621354362
-8.935741421471803,-5.641693268076742
1.1929176725593775,-0.05434670812276221
-9.39180097167196,-5.25194796895414
-9.581058770621997,-5.269664594874067
-10.072780187578848,-4.868499203208852
2.8301116338205694,1.0631657445297018
4.128221242022138,7.409661128118938
0.8170762937918565,2.382763029372049
-7.4094158515695785,-6.761407517247802
-0.2594795361355168,1.1770330086772292
-1.522898715819748,0.4280202462608056
-0.9197829397783119,1.8201937132274915
-11.628550714936377,-6.7367237322900175
5.070362382807074,1.9740803464575176
4.548788122905831,5.07276844216531
5.189800447032556,6.920544647271812
-9.732132551625714,-8.031094399268001
-8.992734613408336,-7.113084185636907
4.709673687649559,9.081849354678749
4.531193367863258,8.707512548449715
2.5708257946377087,7.491997594223086
0.6474206891159218,1.908447931077655
2.432438424236718,-0.46602108505901185
2.870799509862068,6.82093200824935
0.740219577919063,1.6488821166820686
-8.252998727709928,-7.225426962738612
3.595072718454713,4.820034732112944
4.4695830565490215,6.386153338379785
1.1021314107728086,1.0561872320060037
-9.071218042939599,-5.216490638332006
1.280926761810751,3.045006110418801
4.683418445661103,7.261742345999057
-7.900961617792534,-3.078347780468824
2.9871044281299843,6.7507465397794135
0.7213862423725992,2.2227339617503743
2.157034826899322,7.30654081394493
-10.582544300329353,-4.539802124808854
-10.442777873549039,-6.764523196621624
-10.07250368069603,-7.962500600924919
-0.12815164841270876,-0.585919276921981
-0.32873931191462225,2.0094240823244913
0.7039199979302501,1.3311176832551457
3.7404719557013903,8.205953009707983
1.2348631889588604,3.523097830745517
3.09094119311931,5.311816005653638
-9.60100868914505,-6.970189984311943
3.515273472572881,5.451805139706408
0.4654696058866122,0.9711667410258752
-8.248569866927312,-7.749061809374194
1.151637085845934,5.9438192686727405
-8.518492485694763,-6.470772116369966
0.9913257344238418,1.184738359857205
4.364791195950679,6.433436965028894
-0.019209496179670382,1.218148926614799
1.0252569268729033,0.9415125636408168
-0.8424466660226742,0.14753102027403808
0.6123673105449279,1.654288300171412
2.40085407555691,5.891657454953564
-2.2519208646273725,0.8532400391545515
-0.6123463001659573,-0.2460263405568177
1.4282715063519176,3.9558555146996404
3.8950416428365164,9.771198191473228
1.5461568618872625,2.7234826451588052
-9.022819205442401,-6.8920487410333555
-0.7731928942312494,1.7296035439660382
3.6280684324660215,9.05952307726444
4.407120948016773,7.011832291699031
-2.4767008582057373,3.8380953393179187
3.4331595020630568,7.900028998386956
-7.543714707506922,-5.268775291139743
-1.3418503192867648,1.5903355026391033
4.124710170458407,7.222558797036526
0.6601633037607699,0.7491098478896543
-9.204587725200911,-5.990230812486155
-2.093829338795947,2.301498205830123
-10.130068005854644,-8.579173759387452
-7.378710269818965,-6.988511092552572
-10.137167415832813,-6.155546066564568
6.000303237712115,8.182146756985732
-0.7012629888094573,0.9651575216402821
-0.7408465145114405,-1.9274081583127907
1.4988361704613442,0.9474652974465989
-11.330160376787905,-7.167045253425923
-10.012232905768908,-5.439200272502325
0.8938320628272878,2.5539439122450824
-9.016243494115683,-6.771990690488698
4.865828896621075,6.5616730080336625
-8.541804556007285,-7.339441827770512
-12.295345855816295,-5.746038244626971
-11.316975018180099,-7.00204785562426
2.843378631827955,5.188804248855842
-9.595350735398197,-6.707777744058695
1.77006538803123,0.42879594089370465
2.158563214818426,6.440528943443907
-0.8952763105998518,-0.07866988070933689
-1.0652911108772198,1.8204828428017605
-0.9075200343061394,-0.4164749067478135
-9.98782963782307,-7.432338922035643
-0.3543250787552191,3.1021576349159217
-8.364549784013924,-5.236488307901652
-10.852485436647198,-7.44273041319853
1.9651299379506277,6.560816236421868
2.850957952911432,6.275364833551839
0.1775155923819784,0.27864598768179505
-7.947179329416466,-6.837980769902713
0.07086296850667206,1.8033466076300213
-7.544491797743853,-6.337118386246504
0.10560118531746243,1.7050266049413496
-10.535849757309572,-5.7507286718472175
1.0456385791397191,5.633344500758982
3.7911018021064113,7.02092308495481
-9.614212297004318,-4.811839192492452
1.9185625951198524,8.948321552164217
0.7188916490653625,-0.09974186842756394
3.2377056148737995,7.182632065475347
-7.952800788494741,-5.27205779618403
3.6035584353975776,7.254448037910684
0.1649975431508894,0.560551337150991
-1.20961179820426,2.9454294775534517
1.3642872765229603,0.12144313201637913
4.093719033210499,5.258788084556983
1.3291979800004436,1.2448335400604855
4.981453286158432,6.45354629543968
-8.582952052671795,-7.2288848432009285
-10.221605845546572,-6.699058003170831
2.1893234934764116,2.9045300120949227
3.7597736905586365,4.250236858337869
-9.6851797971732,-4.973451273963798
1.949600735882307,1.6890569680162315
1.9501410079699766,1.7219711936053421
4.810262076527861,5.681039200571112
3.406789712727162,4.107200321866795
0.16158366095526738,1.027762555434332
-0.324922159162339,1.0107885456750565
2.729268411354252,7.248318010982654
2.5769138888764394,7.144493129022248
3.7553560775111223,5.454366939665722
-1.1547645597109895,0.4552381844805161
-10.103332161847604,-7.525260671360238
5.158845035133804,6.125371458658749
-10.70885547093678,-7.811558218086784
4.041633535431228,6.55196050274564
2.913788285960289,0.6810411103755056
3.4832068553800197,7.053636598379999
-6.9752038227462485,-7.636888765007195
-7.357070092937608,-5.428851232611291
4.27691621242166,8.153638002406375
1.6884161429808475,2.0471758187054325
2.8412522291394398,7.8345384131083335
-7.955845319893459,-6.0798253560111535
4.0731070774841385,6.334881346912924
-1.2218984653514224,2.614554378053122
4.752256462759987,7.92083516541935
-7.927017829952626,-5.486444711340375
2.323833491617589,5.685454935777589
4.2611290089595215,5.459051586751752
-9.508635394815583,-5.868712617235746
1.6453938845042724,1.186365832323077
1.8671834660542483,7.273122868995689
-6.843371468855738,-6.356647963563073
-2.1351029520739524,1.2133763981590644
0.3682810117550873,1.1491022155998005
-10.052233574816757,-5.804177322861084
0.09312932930930717,0.6308083817919721
2.9264778944641368,-0.10733647362521892
4.752854231531144,6.82525181270621
5.711450697015635,5.919133539791995
6.745628511926579,5.8107834198983825
0.9415851582048891,1.5868942826991892
2.8887272580302694,6.502996474594009
-10.17239557414556,-6.493553519848441
0.49842175038670555,0.6469105847642034
1.5726263311200355,2.3037230575010565
-1.9625245266202276,-0.10663481387552642
-9.144820142977476,-5.165417961752941
2.8610741816774388,7.30233578176314
-1.2212177188735507,1.4027001664197882
0.7912089285851851,3.91417397376955
-0.6376092597587646,1.7176093871383797
5.009374223066899,6.359695301143135
2.812314855423344,5.541096844107757
3.62678240112152,7.705600703429008
0.10968812642509199,0.6894691783514802
1.1069498497855468,1.8440803678128694
0.6327164423087126,1.1734733459053215
3.479258202780697,4.636478790291051
-9.23601191333765,-7.177025380503853
1.5587376644943034,0.8825034079665839
-0.33307864965371425,2.5438057101711866
2.486760405910539,-0.16207265924276193
-10.32810232689863,-8.718537876330913
-9.940507011152272,-7.056902475059651
3.3114118447928482,6.504800352113337
0.7989591273442558,1.6791405593670499
5.643318306306043,5.67931700829768
2.763425575952818,0.1577216742561165
-7.993212482857992,-9.377815417317608
-10.156499445707801,-6.346075211271751
7.594377247936766,7.101086137662816
0.8001254662353166,0.6567437777605202
-8.14418087883848,-8.92107774872807
0.308802837265419,-0.30640497043839443
0.3575255877151116,-0.03006826120174466
