amt,category_entertainment,category_food_dining,category_gas_transport,category_grocery,category_health_fitness,category_home,category_kids_pets,category_misc,category_personal_care,category_shopping,category_travel,label
-1.4023267071528667,-1.135616839498212,-0.9710690509739905,-1.0001801253976612,-1.1182171405368206,-1.5617556795853451,-1.1450514141191455,-1.2769126235224255,-1.1246934696108355,-1.0702595343843533,-1.1414237432491852,-0.6199302077792994,0
1.079406870553153,0.41407488331563075,0.16887956468544008,2.0900131986048627,0.7672680507706361,1.040236198908989,0.8449689887910127,1.127921539377595,1.2105031266416608,1.807349814885719,0.659967446407871,-0.22258694947402619,3
1.2001514772931934,0.7471273878702791,1.6229682285212923,-0.6066268014457057,0.4394762068953949,1.3766302899532334,2.1263642216413814,0.3786102408256654,-0.19652320013738034,0.1278247914639509,1.2999384219298837,2.7668909046745904,1
-1.4749147047542022,-1.1294266334069538,-1.5397412557072383,-0.9303552293692539,-1.0798034229875046,-1.2229030060593755,-1.5727330668918729,-1.5166098853916405,-1.2749859072673975,-1.185705475967545,-1.1661266278490008,-0.6016749650010135,0
0.9014912856793764,0.2579054891930966,-0.3202199257543337,2.0835880347320495,0.5405465513934569,0.7059078352001372,1.0978141411162616,0.9551779593856711,1.1985244206050572,1.640103278463846,0.5787807888161061,-0.48479628771149014,3
0.2603741933967717,0.015215213584366232,-0.06358848333193982,0.6596954714396367,0.20088702148535995,1.041598240652596,0.24151202568252278,0.5522893164007451,-0.2993669571605522,0.7264588078759133,-0.3938468559721946,0.7495250560242631,3
-0.2850986754975632,-0.19292467016107906,-0.25997974651758243,-1.1102666959464027,-0.6100350972396114,-0.11838428650844213,0.20603361169048615,-1.0735381379502558,-0.7209287410459476,-0.6774695347162427,0.0704710486113895,1.3090792695908204,0
0.6034719454361275,-0.29746554297473166,-0.555635616763891,1.6647113703105907,0.3521779565337162,0.09499433865917353,0.5952627580769851,1.0799482739103838,0.5861967818673085,1.0007396413563299,0.2765637673496152,0.25679099377556985,3
0.051529233418660926,-0.5258496611071067,-0.47317894312313075,1.000749930035961,-0.09492265451261878,0.40951157856006615,-0.06338619338004067,0.06143778952641818,0.1992241977886984,0.6593208323838716,0.05780699883560013,-0.47348024941290795,3
-0.9818937322542609,-0.8100818417791074,-0.6540655131932819,-0.5142013251697762,-0.7858057924431272,-0.685248360130571,-0.8355680762281368,-0.7773824026838662,-0.5722492275014691,-1.3628325592053334,-0.9358259665374115,-0.5006649657061938,0
0.04409887545996122,0.05095959651019893,0.17548446842717103,0.4884651981361201,-0.33549946585927104,0.664666679014159,0.6709609343212918,0.1740466614700845,0.43582074238504254,-0.5522174480250888,-0.15713334350518018,-0.2154763342640099,3
-1.426183498778214,-1.243597681708084,-1.7088213328974537,-0.9044590382287194,-1.0314122530427738,-1.3729089156159728,-1.365035353759251,-1.6915400454213048,-1.1493602305082034,-1.3184487517678387,-1.0303180541102337,-0.5414211631981998,0
-0.3445040144757037,-0.2699211544942241,-0.41725787965964123,0.3770334602312259,-0.253068544251963,-0.41894653453545544,-0.7242653558083294,-0.3373143850365944,-0.28702935439743893,-0.02530030078879254,-0.5048450937201964,-0.07746359295633574,0
-1.1793902874313675,-1.1380323529706202,-1.4057349459416972,-1.3511155211258106,-0.7310164514077478,-1.1735802582916801,-1.2814583409410247,-1.3889429158684772,-0.7956881958724831,-0.8622663711622544,-0.6208027361540098,-0.622296994401692,0
1.0749938495781501,0.7554346096683104,1.2797929871055564,-0.7800551312690983,1.6301939993265138,0.33047862071470796,0.5290200456999047,0.702177123781675,1.2896554774006903,1.0809786947370312,1.4822064096925653,-0.5401509657351145,2
1.7653299688251531,4.141102045852173,1.1591079312020436,1.360060933173782,-0.6015400196513058,1.4209257869747205,-1.0514843174515076,0.2212178052224208,5.503442520718,0.49592830443386454,2.6539177094784874,-0.5542059130962547,2
-0.3945048449327633,-0.3525065023325143,-0.5646013641984318,-1.1837507616127287,0.046788627672150335,-0.7492233097296501,-0.7236461712713217,-0.7869515081067643,-0.280919665417896,-0.36391522825303574,0.37000701523910057,-0.566819252263997,0
-0.9322985202584557,-0.7771934738827377,-0.869855269496431,-0.27580406504047844,-0.5486866363374865,-0.8333590673878232,-1.0490892772632199,-0.8312654454695761,-0.49095194101223577,-0.7697935512312972,-1.0556399728295898,-0.6054657792290793,0
-0.3342122815319973,0.20003314811660727,-0.050699368488827105,0.8805937648445263,-0.8256758220716056,-0.08934106676164495,-0.8640634646083585,0.12188620794091148,-0.37153391092734994,-0.3814974147234376,-0.08007880997864364,-0.5047312091419413,3
-1.364277608175951,-1.2028310014245018,-0.9461278063349283,-1.0129066466517764,-1.0210241983719779,-1.4147803668718921,-1.436535401510742,-1.2611350584562844,-1.1844181072166675,-1.165944382335716,-1.0109458995782268,-0.5258279144111777,0
0.001017598099716024,0.2082838582017243,0.0230349202175156,0.6837532344403899,-0.2874087031471961,0.6122248340681548,0.7818723645128502,-0.042573164176064264,0.09957842171445928,-0.3915990409001212,-0.14516012059244418,-0.47419958846063,3
2.5204338227180645,2.5140385429707206,2.6887936303573547,-0.4728607655091533,3.5666363961794136,1.8200148105753198,1.5873712486636113,2.041853761492587,2.2878401647447646,2.4358996951833,2.3340258850980815,-0.398920976873882,2
0.16498935943788,-0.039349018759367804,-0.04744467935163099,0.9167432951826109,0.2865835571803836,0.36767898110983005,-0.18467039786402356,0.8191065576555865,0.17824351738831926,0.5648838073630023,-0.28149263872424735,-0.3421166328874862,3
-1.350661773896237,-1.1133816539948507,-1.4867837561471497,-0.8942852889185656,-0.9353180606192891,-1.1846579100003805,-1.3704876175990157,-1.5567253636613674,-0.8572419400891915,-1.1115716141650072,-1.1537031550812662,-0.6167825500521499,0
1.0213515996133025,0.5068424826059982,0.22923801354842002,2.2033904670906055,0.7196038937633854,0.7421541188113021,0.7905982799325384,1.170565485629107,0.619439063371071,1.8773958342771087,0.5614744585923932,0.09289816228865622,3
-0.3606456122815856,-0.26886192213169713,-0.666772674765272,-0.038530889246781386,-0.5445801563428392,-0.077624485803962,0.13801217706704805,-0.20665307824525392,-0.031070964753000873,-0.5906554961157437,-0.14461478101094408,-0.511340045077325,0
2.5309971406158667,3.039110602908164,2.6392795964532554,-0.6821644827251496,3.255880431564908,1.8530491795834965,1.8273339227049972,1.984833615044477,1.8811882175729548,2.6034480899631482,2.719032301496557,-0.3383265511839086,2
0.44277702777572897,0.462682201511151,0.32884605740832645,-0.8798962233499071,0.008192928268045237,0.8851037455472175,1.1716060316332098,-0.5589498195322027,-0.4971562098350008,-0.35058881947744003,0.5686651437106212,2.063686441336749,1
1.2403263500387272,0.9577407458193228,1.541862557918613,-0.6955355838080708,0.5032201525644707,1.455784126305156,2.254976876444165,0.42293357071441173,-0.26863864166813856,0.15746005462244114,1.0658750601405345,3.20475375506208,1
-0.8672054934438419,-0.9313849580533593,-0.8952673182245221,-0.38847583304286204,-0.5236860788642225,-0.6893085828242713,-1.045927422891369,-0.9894243111891442,-0.7122822855571372,-0.5907766646115499,-0.9378594603386975,-0.10875484153223756,0
-0.2327594704420838,-0.13680998825797153,0.8775602627153687,-0.03064461225592763,-0.3294862915568965,-1.0274446194898963,0.22881300948369934,1.7243882633841534,-0.2613255930761766,-0.4281196506887195,-0.6429448544190757,-0.192662591593694,3
0.5459728607818418,0.4844334149090614,0.3048282256202077,-0.8667953348476594,-0.05111578124157037,0.7649483514776855,1.068474540485352,-0.3429968632274601,-0.416706764083219,-0.5593685150407375,0.6709997564768531,2.644079511552585,1
-0.2323115194383243,-0.5206259502084675,1.7393296198197683,0.08547408568464646,-0.34335440626992275,-1.0118815117697608,-0.07115036615081184,1.0284415401863065,-0.398475654839355,0.21803579947319293,-0.6224021453538059,-0.05366753494692105,3
0.783692249950706,0.8670495897238937,0.9769021999162595,1.139945764957246,-0.05760448601877176,1.5758704469423663,0.7925604642639368,1.0220846786332858,1.5810238847770128,-0.6335618982096363,0.6892517540306444,-0.16843068151361273,3
1.2998874164862346,1.1578472722216164,1.6553513619492495,-0.6281927131570496,0.5931351922602324,1.6604659746344366,1.8646512574400471,0.23935477280351083,-0.272723308647275,-0.1630625032311641,1.189864931772133,3.3694267251292613,1
1.3976419347079416,1.1182499496898244,1.3717135052605598,-0.7737095572836847,0.4233237169398294,1.2379114109470657,2.1902276601031048,0.030637818479335648,-0.1313315098081808,0.35046871386317646,1.1242649067002537,4.331829851056773,1
0.1396284140101224,0.10944342330076011,-0.3265155089351584,0.791087567031071,0.11948123384397996,0.526044934522195,0.14999167790110618,0.17256076386711783,0.3870454105578912,0.6744668943596422,-0.2195250412048188,-0.4115145378804344,3
-1.1429941511112571,-0.7777875713774511,-1.028927916774931,-1.3493154140429247,-0.9339792594363105,-1.2324632008017442,-0.8720110994641675,-1.4001369282781848,-1.1780947691269894,-1.1717668474236658,-0.8714687641909392,0.26506119525090616,0
0.07566194879055733,-0.49759670268778156,-0.730531375382347,1.1391213709383887,-0.10702078992943227,0.18568343820893088,-0.29326991912457806,0.1636566492804398,0.36357187571830996,0.5378802389028978,0.09068379632569185,-0.335682137780369,3
-0.014255537629243208,-0.054439095125089265,-0.04445382245756169,1.0487662143260184,0.242097681260181,0.46089141948411194,0.1467036933457889,0.4455132030629077,-0.4684672722120539,0.4265476488878661,-0.5091631182007391,-0.5781858347522866,3
0.053795607515422686,0.26324512155411917,0.23260414906417798,0.44434783573737896,-0.35330991110496157,0.5650671066948136,0.9670386403265705,0.25352809443990065,0.20455022521012098,-0.6446647587990334,0.03706412589604021,-0.43443522912607346,3
-0.3111961602589935,-0.4656110731797205,-0.48713703343408454,0.20740874095251371,-0.20979938621014413,-0.10996812048891243,-0.4802392832428252,-0.1322135531975151,-0.5172147367639706,0.16113124746906038,-0.4471175471055759,0.046111090682704296,0
-0.22268092465147848,-0.4381130532841656,1.2472893096354856,0.018105667662360027,-0.3182518840890743,-1.076545037147304,0.005070963695365624,1.4920791624156546,0.008437231364196716,-0.2604011948621268,-0.42848994513209543,-0.5514157273195004,3
